hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,adr,stays_in_week_nights,stays_in_weekend_nights,country,revenue
Resort Hotel,0,96,2015,July,58.95,5,2,ESP,412.65000000000003
Resort Hotel,0,113,2015,July,82.88,5,2,NOR,580.16
Resort Hotel,0,90,2015,July,82.35,5,2,GBR,576.4499999999999
Resort Hotel,0,50,2015,July,119.35,5,2,IRL,835.4499999999999
Resort Hotel,0,113,2015,July,67.58,5,2,NOR,473.06
Resort Hotel,0,3,2015,July,88.2,1,0,ESP,88.2
Resort Hotel,0,1,2015,July,147.0,1,0,ARG,147.0
Resort Hotel,0,1,2015,July,107.0,1,0,ESP,107.0
Resort Hotel,0,0,2015,July,147.0,1,0,PRT,147.0
Resort Hotel,0,0,2015,July,117.9,1,0,PRT,117.9
Resort Hotel,0,0,2015,July,123.0,1,0,PRT,123.0
Resort Hotel,0,14,2015,July,98.0,2,0,USA,196.0
Resort Hotel,0,10,2015,July,117.81,2,0,PRT,235.62
Resort Hotel,0,5,2015,July,135.0,2,0,IRL,270.0
Resort Hotel,0,17,2015,July,133.0,3,0,ESP,399.0
Resort Hotel,0,93,2015,July,58.95,3,0,IRL,176.85000000000002
Resort Hotel,1,3,2015,July,136.33,3,0,PRT,408.99
Resort Hotel,0,10,2015,July,153.0,2,0,USA,306.0
Resort Hotel,0,3,2015,July,110.5,2,0,ESP,221.0
Resort Hotel,0,51,2015,July,97.0,2,0,POL,194.0
Resort Hotel,1,71,2015,July,110.3,2,0,PRT,220.6
Resort Hotel,1,63,2015,July,82.0,2,0,PRT,164.0
Resort Hotel,1,62,2015,July,97.0,2,0,PRT,194.0
Resort Hotel,1,101,2015,July,73.8,2,0,PRT,147.6
Resort Hotel,0,2,2015,July,91.5,2,0,PRT,183.0
Resort Hotel,0,15,2015,July,114.5,2,0,ESP,229.0
Resort Hotel,1,51,2015,July,110.3,2,0,PRT,220.6
Resort Hotel,0,3,2015,July,90.9,2,1,ESP,272.70000000000005
Resort Hotel,1,48,2015,July,123.0,2,1,PRT,369.0
Resort Hotel,0,2,2015,July,122.0,2,2,PRT,488.0
Resort Hotel,0,72,2015,July,110.7,2,2,DEU,442.8
Resort Hotel,0,81,2015,July,85.86,6,2,PRT,686.88
Resort Hotel,0,12,2015,July,73.8,1,0,GBR,73.8
Resort Hotel,0,9,2015,July,98.0,1,0,PRT,98.0
Resort Hotel,0,1,2015,July,131.0,1,0,ESP,131.0
Resort Hotel,0,21,2015,July,123.0,1,0,PRT,123.0
Resort Hotel,0,9,2015,July,94.71,1,0,USA,94.71
Resort Hotel,0,109,2015,July,123.0,1,0,BEL,123.0
Resort Hotel,1,109,2015,July,123.0,2,0,PRT,246.0
Resort Hotel,1,72,2015,July,73.8,2,0,PRT,147.6
Resort Hotel,1,63,2015,July,117.0,5,2,PRT,819.0
Resort Hotel,0,63,2015,July,196.54,5,2,ESP,1375.78
Resort Hotel,0,101,2015,July,99.3,5,2,PRT,695.1
Resort Hotel,0,102,2015,July,90.95,5,2,DEU,636.65
Resort Hotel,0,4,2015,July,92.67,1,2,ESP,278.01
Resort Hotel,0,98,2015,July,71.55,1,2,FRA,214.64999999999998
Resort Hotel,0,92,2015,July,96.49,4,2,FRA,578.9399999999999
Resort Hotel,0,95,2015,July,85.8,4,2,PRT,514.8
Resort Hotel,0,102,2015,July,96.3,5,2,PRT,674.1
Resort Hotel,1,26,2015,July,163.0,5,2,PRT,1141.0
Resort Hotel,1,73,2015,July,172.0,5,2,PRT,1204.0
Resort Hotel,1,102,2015,July,110.7,5,2,PRT,774.9
Resort Hotel,0,115,2015,July,58.95,5,2,PRT,412.65000000000003
Resort Hotel,0,102,2015,July,73.8,5,2,PRT,516.6
Resort Hotel,0,86,2015,July,97.0,5,2,CHE,679.0
Resort Hotel,0,78,2015,July,139.0,5,2,PRT,973.0
Resort Hotel,0,52,2015,July,67.24,5,2,GBR,470.67999999999995
Resort Hotel,0,29,2015,July,116.5,6,2,PRT,932.0
Resort Hotel,1,101,2015,July,96.3,6,2,PRT,770.4
Resort Hotel,0,109,2015,July,123.0,6,2,PRT,984.0
Resort Hotel,0,92,2015,July,71.55,6,4,GBR,715.5
Resort Hotel,0,92,2015,July,71.55,6,4,PRT,715.5
Resort Hotel,0,79,2015,July,149.0,6,4,PRT,1490.0
Resort Hotel,0,2,2015,July,163.0,1,0,PRT,163.0
Resort Hotel,0,30,2015,July,79.5,1,0,PRT,79.5
Resort Hotel,1,51,2015,July,105.0,1,0,PRT,105.0
Resort Hotel,1,36,2015,July,123.0,1,0,PRT,123.0
Resort Hotel,1,73,2015,July,73.8,1,0,PRT,73.8
Resort Hotel,1,33,2015,July,113.0,1,0,PRT,113.0
Resort Hotel,0,32,2015,July,0.0,1,0,PRT,0.0
Resort Hotel,0,8,2015,July,123.0,1,0,ESP,123.0
Resort Hotel,0,100,2015,July,73.8,1,1,FRA,147.6
Resort Hotel,0,1,2015,July,114.5,1,1,PRT,229.0
Resort Hotel,0,100,2015,July,73.8,1,1,FRA,147.6
Resort Hotel,0,100,2015,July,73.8,1,1,FRA,147.6
Resort Hotel,0,9,2015,July,88.2,0,1,ESP,88.2
Resort Hotel,1,5,2015,July,97.0,0,1,PRT,97.0
Resort Hotel,0,0,2015,July,85.1,0,1,ESP,85.1
Resort Hotel,0,9,2015,July,89.0,0,1,DEU,89.0
Resort Hotel,0,2,2015,July,80.1,0,1,PRT,80.1
Resort Hotel,0,2,2015,July,98.0,0,1,PRT,98.0
Resort Hotel,0,9,2015,July,101.0,0,1,DEU,101.0
Resort Hotel,0,2,2015,July,167.0,0,1,PRT,167.0
Resort Hotel,0,44,2015,July,225.0,0,2,PRT,450.0
Resort Hotel,0,80,2015,July,97.0,0,2,FRA,194.0
Resort Hotel,0,97,2015,July,87.3,2,2,ESP,349.2
Resort Hotel,0,109,2015,July,85.59,3,2,CN,427.95000000000005
Resort Hotel,0,30,2015,July,123.0,3,2,ESP,615.0
Resort Hotel,0,64,2015,July,107.0,3,2,PRT,535.0
Resort Hotel,0,39,2015,July,163.0,4,2,ESP,978.0
Resort Hotel,0,90,2015,July,82.0,4,2,PRT,492.0
Resort Hotel,1,34,2015,July,163.0,4,2,PRT,978.0
Resort Hotel,1,93,2015,July,105.5,5,2,PRT,738.5
Resort Hotel,0,97,2015,July,164.2,5,2,PRT,1149.3999999999999
Resort Hotel,0,29,2015,July,97.29,5,2,IRL,681.0300000000001
Resort Hotel,1,101,2015,July,114.0,5,2,PRT,798.0
Resort Hotel,0,27,2015,July,98.4,5,2,ESP,688.8000000000001
Resort Hotel,0,8,2015,July,175.0,5,4,CHE,1575.0
Resort Hotel,0,82,2015,July,63.6,6,4,PRT,636.0
Resort Hotel,0,94,2015,July,124.45,6,4,PRT,1244.5
Resort Hotel,0,115,2015,July,167.0,4,1,PRT,835.0
Resort Hotel,0,111,2015,July,123.0,3,1,PRT,492.0
Resort Hotel,0,51,2015,July,117.81,3,1,USA,471.24
Resort Hotel,0,94,2015,July,171.32,3,1,CN,685.28
Resort Hotel,0,81,2015,July,210.0,3,1,CHE,840.0
Resort Hotel,0,84,2015,July,97.0,3,1,PRT,388.0
Resort Hotel,0,51,2015,July,117.81,3,1,USA,471.24
Resort Hotel,0,111,2015,July,0.0,0,0,PRT,0.0
Resort Hotel,0,0,2015,July,0.0,0,0,PRT,0.0
Resort Hotel,0,2,2015,July,131.0,0,1,PRT,131.0
Resort Hotel,0,7,2015,July,98.0,1,1,PRT,196.0
Resort Hotel,0,98,2015,July,87.3,1,1,USA,174.6
Resort Hotel,0,95,2015,July,97.0,2,1,GRC,291.0
Resort Hotel,1,48,2015,July,167.0,3,1,PRT,668.0
Resort Hotel,0,66,2015,July,91.5,3,1,PRT,366.0
Resort Hotel,0,104,2015,July,73.8,3,1,PRT,295.2
Resort Hotel,0,28,2015,July,123.0,4,1,PRT,615.0
Resort Hotel,0,34,2015,July,175.0,4,1,PRT,875.0
Resort Hotel,0,98,2015,July,117.8,5,1,ESP,706.8
Resort Hotel,0,104,2015,July,117.63,5,1,PRT,705.78
Resort Hotel,0,68,2015,July,185.0,5,2,PRT,1295.0
Resort Hotel,1,86,2015,July,71.0,5,2,PRT,497.0
Resort Hotel,0,258,2015,July,47.25,5,2,GBR,330.75
Resort Hotel,0,111,2015,July,151.0,5,3,PRT,1208.0
Resort Hotel,0,65,2015,July,83.5,5,2,PRT,584.5
Resort Hotel,1,67,2015,July,73.8,2,0,PRT,147.6
Resort Hotel,0,55,2015,July,82.0,3,0,ESP,246.0
Resort Hotel,0,21,2015,July,185.5,3,0,PRT,556.5
Resort Hotel,0,8,2015,July,0.0,0,0,PRT,0.0
Resort Hotel,0,8,2015,July,0.0,0,0,PRT,0.0
Resort Hotel,0,0,2015,July,109.8,1,0,GBR,109.8
Resort Hotel,0,0,2015,July,195.0,1,0,PRT,195.0
Resort Hotel,0,8,2015,July,193.0,4,0,ESP,772.0
Resort Hotel,0,66,2015,July,97.0,4,0,PRT,388.0
Resort Hotel,0,88,2015,July,150.0,4,0,USA,600.0
Resort Hotel,0,0,2015,July,98.0,4,0,NLD,392.0
Resort Hotel,1,43,2015,July,91.5,5,0,PRT,457.5
Resort Hotel,1,88,2015,July,139.0,5,2,PRT,973.0
Resort Hotel,0,54,2015,July,79.5,5,2,IRL,556.5
Resort Hotel,1,292,2015,July,47.25,5,2,PRT,330.75
Resort Hotel,0,68,2015,July,107.0,3,0,GBR,321.0
Resort Hotel,0,7,2015,July,131.0,4,0,PRT,524.0
Resort Hotel,0,1,2015,July,131.0,4,0,ESP,524.0
Resort Hotel,1,113,2015,July,123.0,4,0,PRT,492.0
Resort Hotel,0,5,2015,July,146.0,4,0,ESP,584.0
Resort Hotel,0,83,2015,July,110.7,4,0,PRT,442.8
Resort Hotel,1,105,2015,July,73.8,4,0,PRT,295.2
Resort Hotel,0,0,2015,July,61.0,1,0,PRT,61.0
Resort Hotel,1,1,2015,July,104.72,1,0,PRT,104.72
Resort Hotel,0,1,2015,July,104.72,2,0,CHE,209.44
Resort Hotel,1,102,2015,July,66.42,4,1,PRT,332.1
Resort Hotel,0,113,2015,July,77.96,4,2,PRT,467.76
Resort Hotel,1,280,2015,July,112.0,5,2,PRT,784.0
Resort Hotel,0,96,2015,July,107.0,5,2,GBR,749.0
Resort Hotel,0,33,2015,July,155.0,5,2,PRT,1085.0
Resort Hotel,0,82,2015,July,112.0,6,2,IRL,896.0
Resort Hotel,0,17,2015,July,123.0,1,0,PRT,123.0
Resort Hotel,0,68,2015,July,124.0,2,0,ARG,248.0
Resort Hotel,0,12,2015,July,146.0,2,0,PRT,292.0
Resort Hotel,1,77,2015,July,97.0,3,0,PRT,291.0
Resort Hotel,1,24,2015,July,123.0,3,0,PRT,369.0
Resort Hotel,1,44,2015,July,153.0,3,0,PRT,459.0
Resort Hotel,0,78,2015,July,82.0,3,0,PRT,246.0
Resort Hotel,1,17,2015,July,105.08,3,1,PRT,420.32
Resort Hotel,1,103,2015,July,65.42,3,1,PRT,261.68
Resort Hotel,0,16,2015,July,98.0,3,1,RUS,392.0
Resort Hotel,0,14,2015,July,75.46,3,2,SWE,377.29999999999995
Resort Hotel,0,77,2015,July,65.5,3,2,POL,327.5
Resort Hotel,0,90,2015,July,90.95,5,2,FRA,636.65
Resort Hotel,0,90,2015,July,93.6,5,2,GBR,655.1999999999999
Resort Hotel,0,90,2015,July,119.25,5,2,GBR,834.75
Resort Hotel,0,249,2015,July,112.0,5,2,PRT,784.0
Resort Hotel,1,69,2015,July,118.13,6,2,PRT,945.04
Resort Hotel,0,10,2015,July,131.0,1,0,USA,131.0
Resort Hotel,0,22,2015,July,88.2,2,0,PRT,176.4
Resort Hotel,0,91,2015,July,73.8,2,0,PRT,147.6
Resort Hotel,0,23,2015,July,98.0,2,0,PRT,196.0
Resort Hotel,0,11,2015,July,110.5,2,0,PRT,221.0
Resort Hotel,0,3,2015,July,131.0,2,0,PRT,262.0
Resort Hotel,0,13,2015,July,185.0,2,0,PRT,370.0
Resort Hotel,0,108,2015,July,87.3,2,0,PRT,174.6
Resort Hotel,0,37,2015,July,120.0,2,1,GBR,360.0
Resort Hotel,0,21,2015,July,98.0,2,1,AUS,294.0
Resort Hotel,0,106,2015,July,96.3,2,1,GBR,288.9
Resort Hotel,0,30,2015,July,197.0,2,2,PRT,788.0
Resort Hotel,1,51,2015,July,123.0,3,2,PRT,615.0
Resort Hotel,0,79,2015,July,82.0,3,2,POL,410.0
Resort Hotel,0,21,2015,July,165.0,3,2,PRT,825.0
Resort Hotel,0,35,2015,July,149.4,3,2,EST,747.0
Resort Hotel,0,78,2015,July,106.84,5,2,PRT,747.88
Resort Hotel,0,31,2015,July,161.0,5,2,PRT,1127.0
Resort Hotel,0,78,2015,July,134.43,5,2,PRT,941.01
Resort Hotel,0,78,2015,July,144.43,5,2,PRT,1011.01
Resort Hotel,0,44,2015,July,152.0,5,2,RUS,1064.0
Resort Hotel,0,34,2015,July,125.54,5,2,GBR,878.7800000000001
Resort Hotel,0,87,2015,July,133.83,5,2,PRT,936.8100000000001
Resort Hotel,0,11,2015,July,159.75,6,2,PRT,1278.0
Resort Hotel,0,34,2015,July,95.27,5,2,GBR,666.89
Resort Hotel,0,34,2015,July,108.83,5,2,GBR,761.81
Resort Hotel,1,100,2015,July,153.96,3,2,PRT,769.8000000000001
Resort Hotel,0,44,2015,July,120.6,3,2,ESP,603.0
Resort Hotel,1,36,2015,July,126.67,4,2,PRT,760.02
Resort Hotel,0,117,2015,July,144.4,4,2,PRT,866.4000000000001
Resort Hotel,0,70,2015,July,99.5,4,2,ESP,597.0
Resort Hotel,0,110,2015,July,139.4,5,2,PRT,975.8000000000001
Resort Hotel,1,109,2015,July,73.8,5,2,PRT,516.6
Resort Hotel,0,33,2015,July,89.97,2,2,GBR,359.88
Resort Hotel,0,33,2015,July,123.0,2,2,PRT,492.0
Resort Hotel,0,33,2015,July,123.0,2,2,CZE,492.0
Resort Hotel,0,0,2015,July,123.0,1,0,GBR,123.0
Resort Hotel,0,0,2015,July,144.9,1,0,DEU,144.9
Resort Hotel,0,0,2015,July,153.0,1,0,ESP,153.0
Resort Hotel,0,0,2015,July,131.0,1,0,ESP,131.0
Resort Hotel,0,84,2015,July,100.0,1,1,PRT,200.0
Resort Hotel,0,71,2015,July,65.5,1,1,ESP,131.0
Resort Hotel,0,16,2015,July,123.0,1,1,ROU,246.0
Resort Hotel,0,54,2015,July,123.0,1,2,PRT,369.0
Resort Hotel,0,8,2015,July,131.0,1,2,ESP,393.0
Resort Hotel,0,36,2015,July,104.68,5,2,PRT,732.76
Resort Hotel,0,40,2015,July,166.0,5,2,PRT,1162.0
Resort Hotel,1,59,2015,July,111.25,6,2,PRT,890.0
Resort Hotel,0,79,2015,July,213.75,6,2,PRT,1710.0
Resort Hotel,0,32,2015,July,178.0,6,4,PRT,1780.0
Resort Hotel,0,110,2015,July,113.9,5,2,PRT,797.3000000000001
Resort Hotel,0,33,2015,July,129.29,5,2,PRT,905.03
Resort Hotel,0,53,2015,July,153.0,0,1,CN,153.0
Resort Hotel,0,2,2015,July,98.0,0,1,PRT,98.0
Resort Hotel,0,8,2015,July,169.0,4,2,PRT,1014.0
Resort Hotel,1,72,2015,July,93.0,4,2,PRT,558.0
Resort Hotel,0,12,2015,July,132.29,5,2,GBR,926.03
Resort Hotel,0,48,2015,July,123.0,5,2,BRA,861.0
Resort Hotel,0,90,2015,July,117.22,5,2,PRT,820.54
Resort Hotel,0,34,2015,July,149.0,5,2,ESP,1043.0
Resort Hotel,1,58,2015,July,164.57,5,2,PRT,1151.99
Resort Hotel,0,59,2015,July,107.0,5,2,GBR,749.0
Resort Hotel,0,90,2015,July,117.22,5,2,PRT,820.54
Resort Hotel,0,116,2015,July,119.25,5,2,PRT,834.75
Resort Hotel,0,31,2015,July,123.0,5,2,GBR,861.0
Resort Hotel,1,51,2015,July,105.71,5,2,PRT,739.9699999999999
Resort Hotel,0,48,2015,July,123.0,5,2,GBR,861.0
Resort Hotel,0,59,2015,July,144.43,5,2,ESP,1011.01
Resort Hotel,1,97,2015,July,126.0,5,3,PRT,1008.0
Resort Hotel,0,12,2015,July,148.3,5,4,FRA,1334.7
Resort Hotel,0,64,2015,July,125.22,5,4,PRT,1126.98
Resort Hotel,0,81,2015,July,78.84,5,2,GBR,551.88
Resort Hotel,0,1,2015,July,80.1,0,1,PRT,80.1
Resort Hotel,0,34,2015,July,193.0,0,2,BEL,386.0
Resort Hotel,0,13,2015,July,88.2,0,2,ESP,176.4
Resort Hotel,0,40,2015,July,90.71,0,2,FRA,181.42
Resort Hotel,0,1,2015,July,114.5,0,2,ESP,229.0
Resort Hotel,0,34,2015,July,120.2,0,2,BEL,240.4
Resort Hotel,0,88,2015,July,79.5,1,2,ITA,238.5
Resort Hotel,0,9,2015,July,117.9,1,2,ESP,353.70000000000005
Resort Hotel,1,24,2015,July,128.0,1,2,PRT,384.0
Resort Hotel,0,97,2015,July,90.95,2,2,FRA,363.8
Resort Hotel,0,60,2015,July,107.0,2,2,FIN,428.0
Resort Hotel,0,100,2015,July,130.05,2,2,CN,520.2
Resort Hotel,0,50,2015,July,123.0,3,2,ESP,615.0
Resort Hotel,1,47,2015,July,103.8,3,2,PRT,519.0
Resort Hotel,0,8,2015,July,196.0,3,2,IRL,980.0
Resort Hotel,0,34,2015,July,149.4,3,2,ESP,747.0
Resort Hotel,0,47,2015,July,175.71,5,2,ESP,1229.97
Resort Hotel,0,115,2015,July,119.7,5,2,PRT,837.9
Resort Hotel,1,79,2015,July,100.86,5,2,PRT,706.02
Resort Hotel,0,91,2015,July,100.86,5,2,GBR,706.02
Resort Hotel,0,98,2015,July,82.0,1,1,ESP,164.0
Resort Hotel,0,109,2015,July,73.8,1,1,ESP,147.6
Resort Hotel,0,0,2015,July,117.9,1,1,AUS,235.8
Resort Hotel,0,0,2015,July,150.0,1,1,PRT,300.0
Resort Hotel,0,9,2015,July,161.0,1,1,ESP,322.0
Resort Hotel,0,62,2015,July,64.0,1,1,ESP,128.0
Resort Hotel,1,45,2015,July,123.0,1,1,PRT,246.0
Resort Hotel,0,42,2015,July,110.0,2,1,USA,330.0
Resort Hotel,0,54,2015,July,88.2,2,1,PRT,264.6
Resort Hotel,0,51,2015,July,130.0,2,1,ESP,390.0
Resort Hotel,0,54,2015,July,88.2,2,1,PRT,264.6
Resort Hotel,0,58,2015,July,165.0,2,1,ESP,495.0
Resort Hotel,0,0,2015,July,114.0,3,1,PRT,456.0
Resort Hotel,1,60,2015,July,79.5,4,1,PRT,397.5
Resort Hotel,0,40,2015,July,120.0,4,1,ESP,600.0
Resort Hotel,1,51,2015,July,79.5,4,1,PRT,397.5
Resort Hotel,0,38,2015,July,120.0,4,1,PRT,600.0
Resort Hotel,1,75,2015,July,144.2,4,1,PRT,721.0
Resort Hotel,0,101,2015,July,107.2,4,1,PRT,536.0
Resort Hotel,1,42,2015,July,120.0,4,1,PRT,600.0
Resort Hotel,0,109,2015,July,163.8,4,1,PRT,819.0
Resort Hotel,1,81,2015,July,98.5,5,1,PRT,591.0
Resort Hotel,1,98,2015,July,130.5,5,1,PRT,783.0
Resort Hotel,0,32,2015,July,153.0,5,1,PRT,918.0
Resort Hotel,0,72,2015,July,98.5,5,1,FRA,591.0
Resort Hotel,0,115,2015,July,119.7,5,2,PRT,837.9
Resort Hotel,0,118,2015,July,184.6,5,2,PRT,1292.2
Resort Hotel,0,81,2015,July,181.22,5,2,ESP,1268.54
Resort Hotel,1,95,2015,July,100.86,5,2,PRT,706.02
Resort Hotel,0,16,2015,July,100.2,0,1,ROU,100.2
Resort Hotel,0,56,2015,July,134.25,3,1,ESP,537.0
Resort Hotel,0,88,2015,July,96.3,5,3,FIN,770.4
Resort Hotel,0,41,2015,July,83.09,6,3,GBR,747.8100000000001
Resort Hotel,1,40,2015,July,105.5,1,0,PRT,105.5
Resort Hotel,0,1,2015,July,134.0,1,0,PRT,134.0
Resort Hotel,0,1,2015,July,8.0,1,0,PRT,8.0
Resort Hotel,0,1,2015,July,146.0,2,0,PRT,292.0
Resort Hotel,1,76,2015,July,126.0,4,0,PRT,504.0
Resort Hotel,0,0,2015,July,111.15,4,0,ESP,444.6
Resort Hotel,0,49,2015,July,136.2,5,0,POL,681.0
Resort Hotel,0,76,2015,July,101.8,5,0,PRT,509.0
Resort Hotel,0,73,2015,July,127.0,5,1,PRT,762.0
Resort Hotel,0,73,2015,July,161.5,5,1,PRT,969.0
Resort Hotel,1,112,2015,July,65.7,5,2,PRT,459.90000000000003
Resort Hotel,0,6,2015,July,180.0,5,2,ESP,1260.0
Resort Hotel,0,8,2015,July,168.57,5,2,ESP,1179.99
Resort Hotel,0,0,2015,July,134.0,1,0,PRT,134.0
Resort Hotel,1,62,2015,July,91.5,3,0,PRT,274.5
Resort Hotel,1,39,2015,July,132.44,3,0,PRT,397.32
Resort Hotel,0,37,2015,July,106.9,4,2,POL,641.4000000000001
Resort Hotel,1,58,2015,July,131.86,5,2,PRT,923.0200000000001
Resort Hotel,0,37,2015,July,216.13,6,2,GBR,1729.04
Resort Hotel,0,57,2015,July,107.0,2,0,PRT,214.0
Resort Hotel,0,57,2015,July,107.0,2,0,PRT,214.0
Resort Hotel,0,57,2015,July,107.0,2,0,PRT,214.0
Resort Hotel,0,57,2015,July,107.0,2,0,PRT,214.0
Resort Hotel,0,57,2015,July,94.0,2,0,PRT,188.0
Resort Hotel,1,57,2015,July,0.0,2,0,PRT,0.0
Resort Hotel,0,57,2015,July,98.75,2,0,PRT,197.5
Resort Hotel,0,57,2015,July,148.23,2,0,PRT,296.46
Resort Hotel,0,57,2015,July,94.0,2,0,PRT,188.0
Resort Hotel,0,57,2015,July,0.0,2,0,PRT,0.0
Resort Hotel,1,66,2015,July,195.0,2,0,PRT,390.0
Resort Hotel,0,13,2015,July,120.6,2,0,DNK,241.2
Resort Hotel,0,50,2015,July,123.2,1,0,FIN,123.2
Resort Hotel,1,48,2015,July,112.0,1,0,PRT,112.0
Resort Hotel,1,0,2015,July,123.2,1,0,PRT,123.2
Resort Hotel,0,7,2015,July,169.0,1,0,USA,169.0
Resort Hotel,0,0,2015,July,198.0,2,0,PRT,396.0
Resort Hotel,1,66,2015,July,103.5,2,0,PRT,207.0
Resort Hotel,0,13,2015,July,135.6,2,0,PRT,271.2
Resort Hotel,0,66,2015,July,103.5,2,0,DNK,207.0
Resort Hotel,0,10,2015,July,184.0,3,0,ESP,552.0
Resort Hotel,1,10,2015,July,134.0,3,0,PRT,402.0
Resort Hotel,1,58,2015,July,147.0,3,0,PRT,441.0
Resort Hotel,1,17,2015,July,151.33,3,0,PRT,453.99
Resort Hotel,0,19,2015,July,121.33,3,0,ESP,363.99
Resort Hotel,0,10,2015,July,150.2,3,2,IRL,751.0
Resort Hotel,1,12,2015,July,139.0,3,2,PRT,695.0
Resort Hotel,0,10,2015,July,150.2,3,2,IRL,751.0
Resort Hotel,0,63,2015,July,75.44,3,1,PRT,301.76
Resort Hotel,1,35,2015,July,135.0,3,1,PRT,540.0
Resort Hotel,0,113,2015,July,166.0,4,2,PRT,996.0
Resort Hotel,1,35,2015,July,135.0,4,2,PRT,810.0
Resort Hotel,0,68,2015,July,130.0,5,2,GBR,910.0
Resort Hotel,0,113,2015,July,96.3,6,2,PRT,770.4
Resort Hotel,0,6,2015,July,0.0,0,0,PRT,0.0
Resort Hotel,0,7,2015,July,127.25,2,0,PRT,254.5
Resort Hotel,0,17,2015,July,164.0,2,0,PRT,328.0
Resort Hotel,0,1,2015,July,144.5,2,0,PRT,289.0
Resort Hotel,0,2,2015,July,112.0,2,0,PRT,224.0
Resort Hotel,1,15,2015,July,134.0,2,0,PRT,268.0
Resort Hotel,1,7,2015,July,127.25,2,0,PRT,254.5
Resort Hotel,0,11,2015,July,155.5,2,0,ESP,311.0
Resort Hotel,1,6,2015,July,110.5,2,0,PRT,221.0
Resort Hotel,0,1,2015,July,144.5,2,0,PRT,289.0
Resort Hotel,0,1,2015,July,144.5,2,0,ESP,289.0
Resort Hotel,0,48,2015,July,123.0,2,0,PRT,246.0
Resort Hotel,0,15,2015,July,120.6,2,0,PRT,241.2
Resort Hotel,1,3,2015,July,107.6,2,0,PRT,215.2
Resort Hotel,1,23,2015,July,120.6,2,1,PRT,361.79999999999995
Resort Hotel,0,53,2015,July,107.0,3,2,PRT,535.0
Resort Hotel,0,53,2015,July,133.75,3,2,PRT,668.75
Resort Hotel,0,94,2015,July,103.5,3,2,ESP,517.5
Resort Hotel,0,64,2015,July,84.8,3,2,PRT,424.0
Resort Hotel,0,53,2015,July,107.0,3,2,PRT,535.0
Resort Hotel,0,53,2015,July,107.0,3,2,PRT,535.0
Resort Hotel,0,24,2015,July,195.0,3,2,PRT,975.0
Resort Hotel,0,24,2015,July,164.0,4,2,PRT,984.0
Resort Hotel,0,23,2015,July,195.0,5,2,ESP,1365.0
Resort Hotel,0,53,2015,July,125.0,5,2,IRL,875.0
Resort Hotel,1,23,2015,July,195.0,5,2,PRT,1365.0
Resort Hotel,0,90,2015,July,132.3,5,2,PRT,926.1000000000001
